#Num entries: 13186 	 from 	2017-04-12 12:19:12 (w 15 ts 1491992352) 	 to 	2017-04-12 19:52:10 (w 15 ts 1492019530)
[1491992352, "btc_usd", {"type": "ask", "price": 1209.901, "amount": 0.00784565, "tid": 98385833}]
[1491992352, "dsh_btc", {"type": "ask", "price": 0.05012, "amount": 0.00029606, "tid": 98385834}]
[1491992352, "dsh_btc", {"type": "ask", "price": 0.0501, "amount": 0.156053, "tid": 98385835}]
[1491992352, "eth_usd", {"type": "bid", "price": 43.66, "amount": 0.21721379, "tid": 98385837}]
[1491992381, "btc_usd", {"type": "bid", "price": 1209.985, "amount": 0.005, "tid": 98385856}]
[1491992399, "btc_usd", {"type": "bid", "price": 1209.985, "amount": 0.014028, "tid": 98385857}]
[1491992431, "btc_usd", {"type": "ask", "price": 1209.903, "amount": 0.0092, "tid": 98385865}]
[1491992436, "btc_usd", {"type": "ask", "price": 1209.904, "amount": 0.3182134, "tid": 98385868}]
[1491992436, "btc_usd", {"type": "ask", "price": 1209.902, "amount": 0.001, "tid": 98385869}]
[1491992436, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.6807866, "tid": 98385870}]
[1491992451, "eth_btc", {"type": "ask", "price": 0.03605, "amount": 0.20701, "tid": 98385878}]
[1491992456, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.02445924, "tid": 98385883}]
[1491992456, "eth_usd", {"type": "bid", "price": 43.66, "amount": 0.67762783, "tid": 98385884}]
[1491992457, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.02445926, "tid": 98385887}]
[1491992457, "eth_usd", {"type": "bid", "price": 43.66, "amount": 0.6776283, "tid": 98385888}]
[1491992459, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.02445928, "tid": 98385890}]
[1491992459, "eth_usd", {"type": "bid", "price": 43.66, "amount": 0.67762877, "tid": 98385892}]
[1491992460, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.00618899, "tid": 98385894}]
[1491992461, "eth_usd", {"type": "bid", "price": 43.66, "amount": 0.07146218, "tid": 98385896}]
[1491992461, "eth_usd", {"type": "bid", "price": 43.66, "amount": 0.1, "tid": 98385897}]
[1491992462, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 3, "tid": 98385898}]
[1491992462, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.02150032, "tid": 98385899}]
[1491992463, "eth_usd", {"type": "bid", "price": 43.66998, "amount": 0.59565292, "tid": 98385902}]
[1491992463, "btc_usd", {"type": "bid", "price": 1209.984, "amount": 0.011117, "tid": 98385903}]
[1491992476, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.14766597, "tid": 98385916}]
[1491992478, "btc_usd", {"type": "bid", "price": 1209.984, "amount": 0.0162311, "tid": 98385918}]
[1491992486, "btc_usd", {"type": "bid", "price": 1209.984, "amount": 0.00120147, "tid": 98385919}]
[1491992487, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 1.07386628, "tid": 98385924}]
[1491992499, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.32518677, "tid": 98385926}]
[1491992502, "eth_usd", {"type": "bid", "price": 43.66998, "amount": 4.859062, "tid": 98385930}]
[1491992502, "eth_usd", {"type": "bid", "price": 43.66998, "amount": 1.9e-07, "tid": 98385931}]
[1491992502, "eth_usd", {"type": "bid", "price": 43.67, "amount": 0.17999987, "tid": 98385932}]
[1491992502, "eth_usd", {"type": "bid", "price": 43.68, "amount": 9.60543794, "tid": 98385933}]
[1491992502, "eth_usd", {"type": "bid", "price": 43.68, "amount": 6.103114, "tid": 98385934}]
[1491992502, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.17615087, "tid": 98385935}]
[1491992502, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.35482332, "tid": 98385936}]
[1491992503, "btc_usd", {"type": "ask", "price": 1209.9, "amount": 0.21801922, "tid": 98385937}]
[1491992503, "btc_usd", {"type": "ask", "price": 1209.895, "amount": 0.00328178, "tid": 98385938}]
[1491992504, "eth_usd", {"type": "bid", "price": 43.68, "amount": 13.591448, "tid": 98385939}]
[1491992505, "btc_usd", {"type": "ask", "price": 1209.895, "amount": 0.04548278, "tid": 98385940}]
[1491992505, "btc_usd", {"type": "ask", "price": 1209.265, "amount": 0.03451722, "tid": 98385941}]
[1491992505, "btc_usd", {"type": "ask", "price": 1209.265, "amount": 0.32157035, "tid": 98385942}]
[1491992507, "btc_usd", {"type": "bid", "price": 1209.265, "amount": 0.06, "tid": 98385943}]
[1491992508, "btc_usd", {"type": "ask", "price": 1209.195, "amount": 0.11, "tid": 98385944}]
[1491992508, "btc_usd", {"type": "ask", "price": 1208.82, "amount": 0.00154433, "tid": 98385945}]
[1491992511, "eth_usd", {"type": "bid", "price": 43.68, "amount": 6e-08, "tid": 98385947}]
[1491992520, "eth_btc", {"type": "ask", "price": 0.03621, "amount": 1.24, "tid": 98385952}]
[1491992522, "eth_usd", {"type": "ask", "price": 43.68007, "amount": 0.67161065, "tid": 98385954}]
[1491992524, "eth_usd", {"type": "ask", "price": 43.68007, "amount": 0.1, "tid": 98385956}]
[1491992524, "eth_eur", {"type": "bid", "price": 41.18108, "amount": 0.23972873, "tid": 98385958}]
[1491992529, "eth_usd", {"type": "bid", "price": 43.69023, "amount": 1.764305, "tid": 98385963}]
[1491992530, "btc_usd", {"type": "ask", "price": 1208.821, "amount": 0.0640226, "tid": 98385965}]
[1491992531, "eth_usd", {"type": "ask", "price": 43.68007, "amount": 0.29793724, "tid": 98385973}]
[1491992531, "eth_usd", {"type": "bid", "price": 43.699, "amount": 1.01569121, "tid": 98385974}]
[1491992531, "eth_usd", {"type": "bid", "price": 43.7, "amount": 3.94549879, "tid": 98385975}]
[1491992531, "eth_usd", {"type": "bid", "price": 43.7, "amount": 2.274084, "tid": 98385976}]
[1491992532, "btc_usd", {"type": "ask", "price": 1208.82, "amount": 0.00945567, "tid": 98385977}]
[1491992532, "btc_usd", {"type": "ask", "price": 1208.37, "amount": 0.06, "tid": 98385978}]
[1491992532, "btc_usd", {"type": "ask", "price": 1208.12, "amount": 0.11, "tid": 98385979}]
[1491992534, "btc_usd", {"type": "ask", "price": 1208.822, "amount": 0.08338419, "tid": 98385983}]
[1491992537, "eth_usd", {"type": "bid", "price": 43.7, "amount": 3.389186, "tid": 98385985}]
[1491992537, "eth_usd", {"type": "bid", "price": 43.7, "amount": 3.041036, "tid": 98385986}]
[1491992537, "btc_usd", {"type": "ask", "price": 1208.822, "amount": 0.06259322, "tid": 98385987}]
[1491992537, "btc_usd", {"type": "ask", "price": 1208.371, "amount": 0.06, "tid": 98385988}]
[1491992537, "btc_usd", {"type": "ask", "price": 1208.121, "amount": 0.00060558, "tid": 98385989}]
[1491992538, "btc_usd", {"type": "ask", "price": 1208.121, "amount": 0.10939442, "tid": 98385990}]
[1491992538, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 0.00114894, "tid": 98385991}]
[1491992551, "eth_usd", {"type": "bid", "price": 43.7, "amount": 4.35019528, "tid": 98385996}]
[1491992551, "eth_usd", {"type": "bid", "price": 43.7, "amount": 0.5, "tid": 98385997}]
[1491992551, "eth_btc", {"type": "bid", "price": 0.03624, "amount": 0.23825681, "tid": 98385998}]
[1491992551, "eth_usd", {"type": "bid", "price": 43.7, "amount": 3, "tid": 98385999}]
[1491992551, "eth_btc", {"type": "bid", "price": 0.03627, "amount": 1.01810319, "tid": 98386000}]
[1491992551, "eth_usd", {"type": "bid", "price": 43.7, "amount": 17.07012449, "tid": 98386001}]
[1491992551, "eth_usd", {"type": "bid", "price": 43.7, "amount": 4.46958023, "tid": 98386002}]
[1491992551, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 1.06833903, "tid": 98386003}]
[1491992553, "eth_usd", {"type": "ask", "price": 43.68014, "amount": 1.00252021, "tid": 98386004}]
[1491992555, "btc_eur", {"type": "bid", "price": 1144.41688, "amount": 0.00175276, "tid": 98386006}]
[1491992563, "eth_usd", {"type": "bid", "price": 43.7, "amount": 0.567722, "tid": 98386029}]
[1491992563, "eth_usd", {"type": "bid", "price": 43.7, "amount": 4.403911, "tid": 98386030}]
[1491992563, "eth_usd", {"type": "bid", "price": 43.7, "amount": 95.596089, "tid": 98386031}]
[1491992564, "dsh_usd", {"type": "ask", "price": 60.41, "amount": 1, "tid": 98386032}]
[1491992564, "btc_usd", {"type": "ask", "price": 1207.002, "amount": 0.18000001, "tid": 98386033}]
[1491992564, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 3.29497041, "tid": 98386034}]
[1491992564, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 0.18072159, "tid": 98386035}]
[1491992570, "eth_usd", {"type": "bid", "price": 43.699, "amount": 1.27782083, "tid": 98386037}]
[1491992570, "btc_usd", {"type": "bid", "price": 1208.885, "amount": 0.05, "tid": 98386038}]
[1491992571, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 0.04644843, "tid": 98386039}]
[1491992571, "eth_usd", {"type": "ask", "price": 43.699, "amount": 1.7e-07, "tid": 98386040}]
[1491992577, "btc_usd", {"type": "ask", "price": 1207.002, "amount": 0.01958783, "tid": 98386049}]
[1491992577, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 0.02374289, "tid": 98386050}]
[1491992589, "btc_usd", {"type": "bid", "price": 1208.885, "amount": 0.84999999, "tid": 98386054}]
[1491992589, "btc_usd", {"type": "bid", "price": 1208.886, "amount": 0.55000001, "tid": 98386055}]
[1491992599, "btc_usd", {"type": "ask", "price": 1207.002, "amount": 0.89999998, "tid": 98386062}]
[1491992599, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 0.21869501, "tid": 98386063}]
[1491992603, "btc_usd", {"type": "ask", "price": 1207.001, "amount": 0.14963676, "tid": 98386078}]
[1491992607, "eth_usd", {"type": "bid", "price": 43.72496, "amount": 0.23745249, "tid": 98386080}]
[1491992620, "eth_usd", {"type": "bid", "price": 43.733, "amount": 0.3, "tid": 98386084}]
[1491992620, "eth_btc", {"type": "bid", "price": 0.03627, "amount": 1.3e-07, "tid": 98386085}]
[1491992620, "eth_usd", {"type": "bid", "price": 43.74, "amount": 0.499, "tid": 98386086}]
